dialog_speaker_list,dialog_text_list,h,entailment,idx
"[""A""]","[""The emissions inventory for the Base Case also includes Tier II and Heavy Duty Diesel Rules for mobile sources.""]",The emissions inventory has Tier II for mobile sources.,TRUE,24180
"[""A""]","[""Like Golden Week in April May, this is a great time to avoid Japan unless you relish competing for every train seat and hotel bed with millions of others.""]",It is hard to get a train seat during Golden Week.  ,TRUE,321788
"[""A""]","[""Until the end of the 16th century, Cuba remained a fairly insignificant Spanish colony.""]",Before the 17th century Cuba was considered insignificant. ,TRUE,361949
"[""A""]","[""well it's it's his job too and i to me the only important issue is the children because as far as housework goes you know men can do housework just as easily as women and thanks to a lot of new inventions housework doesn't take as much time as it used to so uh""]",Your husband works enough at his job. You should help him out by taking care of the kids and the home by yourself.,FALSE,106653
"[""A""]","[""Rather than being a capital or trade centre, though, Sant Antoni is the throbbing heart of package-tour Ibiza, and instead of occupying just a corner of the bay, the town extends for miles.""]","Sant Antoni is not only the capital, but also a vital trade center with little to offer to tourists.",FALSE,310504
"[""A""]","[""well it's an Italian um needlework using using the uh i started to say the canvas but the uh hum the what kind of cloth uses that i i've just gone blank but it's used with yarn and it usually takes long stitches over two or three openings in the cloth""]",The needlework is from Germany and uses short stitches.,FALSE,125709
"[""A""]","[""aren't you kitty cat""]",You're a dog.,FALSE,17648
"[""A""]","[""You will send a personal demand to me here, and the money, in notes, shall be sent by return of post.""]",Do not send me any notice and I will send money to you.  ,FALSE,265791
"[""A""]","[""The godless north has guns that kill us from afar.""]","In the north, there are no gods but their guns are deadly. ",TRUE,207066
"[""A""]","["", the government--borrowing a lot of money).""]",The government never has to borrow money.,FALSE,324019
"[""A""]","[""I pointed.""]",It was me who pointed.,TRUE,268493
"[""A""]","[""In Crusader times, the wide, Classical Cardo was re-shaped into the narrow, parallel bazaars that still lead northward (to the left) to the Damascus Gate.""]",The Classical Cardo's size was diminished and have stayed that way.,TRUE,325688
"[""A""]","[""Tommy took to his heels and ran none too soon.""]",Tommy started running away.,TRUE,170903
"[""A""]","[""actually which all you know betters yourself""]",You know that we know that you do not know.,FALSE,145936
"[""A""]","[""'They're scared to move,' I replied.""]",They are fearless and will move as they wish. ,FALSE,136179
"[""A""]","[""And no military action (except for actual movies) can be fully scripted in advance.""]",Military Action requires adjustment on the fly.,TRUE,177731
"[""A""]","[""Even in the vast open spaces of the Rajasthan desert or the Deccan plateau of central India, people appear everywhere, a tribesman on camel-back or lone woman holding her headdress in her teeth to keep out the dust as she carries a huge pitcher of water or a bundle of firewood on her head.""]",There is a desert in the Rajasthan region of India.,TRUE,30351
"[""A""]","[""It is the side of Johnson that we are most familiar with, Johnson as the brilliant conniver, trying so diligently and without success to free himself from the spell of the Kennedys.""]",Many perceived Johnson as a skillful conniver.,TRUE,300451
"[""A""]","[""oh no  i never thought about that i i had some questions for the for the the nurse who was uh conducting the test in the health center though""]",I know because I asked the nurse about it.,FALSE,299531
"[""A""]","[""At the information counter, collect a copy of the free handbook with color-coded floor plans.""]",You can get a free handbook at the information counter.,TRUE,212516
"[""A""]","[""This letter describes the process followed in revising the standards, summarizes proposed major changes, outlines the format of this exposure draft, and requests comments from interested parties on these proposed revisions.""]",The protocol to be followed when revising the standard is outlined in the letter. ,TRUE,251032
"[""A""]","[""GAO's modified protocols for investigations are described in detail in the Office of Special Investigations section of this document.""]",GAO has not modified any of its investigations protocols.,FALSE,251296
"[""A""]","[""okay and i have uh shrimp that is steamed in beer that i cook""]","I eat shrimp raw, and i'm non alcoholic.",FALSE,269650
"[""A""]","[""Through the competition process, our work with state justice communities and with TIG funding, LSC helps grantees meet critical training needs.""]",Our work with state justice communities receives no LSC funding.,FALSE,374635
"[""A""]","[""The framework for the Clear Skies Act benefits analysis is the same as that used in three recent state-of-the-art EPA regulatory  the Section 812 Prospective Analysis (U.S.""]",The EPA used completely different frame work for the clear sky act. ,FALSE,182146
"[""A""]","[""Louder, less expensive, younger, and weirder places come and go around Bastille and Oberkampf.""]",You can find places that are weird and less expensive around Oberkampf.,TRUE,137086
"[""A""]","[""On the way down, I couldn't help feeling the atmosphere.""]",I couldn't get a sense of the place.,FALSE,272323
"[""A""]","[""right right well do you live like along uh Houston""]",You live near Houston.,TRUE,5963
"[""A""]","[""You are right.""]","No, you have it completely backwards.",FALSE,380817
"[""A""]","[""The pebbly beach is lined with canvas umbrella-shaded chairs and fishing boats, flanked by the pizzerias and restaurants that stay open until all hours.""]",The beach is filled with shaded chairs and surrounded by late-night restaurants.,TRUE,242628
"[""A""]","[""Next time I was able to take a real interest I was lyin' on a bed with about a mountain of quilts on top me, weaker'n a yearlin' what's jus' been dragged outta a bog hole.""]","I was able to throw off the quilts, move ahead, and fully work on this thing!",FALSE,310852
"[""A""]","[""okay all right bye-bye""]","Bye, talk to you later.",TRUE,3154
"[""A""]","[""Architecturally, it is also a mixture of Western and oriental styles, and a surviving part of the traditional tour that took world travelers from the West to Shepheard's in Cairo, Raffles in Singapore, the Peninsula in Hong Kong, and the Imperial in Tokyo.""]",Both Eastern and Western styles are present in the architecture.,TRUE,95471
"[""A""]","[""Using the average bargaining labor cost, city delivery is 8 percent lower.""]",City delivery has gone down by 8 percent.,TRUE,385819
"[""A""]","[""She has all Wednesdays off, and comes back to lunch on Saturdays. ""]",She works for the entire week.,FALSE,309983
"[""A""]","[""One of my colleagues who worked for the New York Times ' Washington bureau during Watergate says that getting your calls returned by official sources like Davis is a false, overvalued currency.""]",I never met a journalist.,FALSE,30454
"[""A""]","[""Level LSC funding, census-related cuts in many program budgets, downturns in IOLTA and state government revenues made this past year one where LSC support for resource development was essential to the vitality of programs and state justice communities.""]",State justice communities cannot be affected by a lack of government funding.,FALSE,253748
"[""A""]","[""I could not bring myself to root for Jeff Maggert, as his name bothers me, sounding too much like a taunt--Maggert!""]",I love Jeff Maggert and will root for him.,FALSE,265128
"[""A""]","[""Then try grass or leaves, and if they don't want that, nuts or berries would probably do the trick.""]","Whatever you do, don't give them grass.",FALSE,173539
"[""A""]","[""and they could become very quickly a large financial burden as as one more stepchild we have to carry around""]",One more stepchild can be a financial burden.,TRUE,52497
"[""A""]","[""(You can buy a combination ticket for the railway and the aquarium. )""]",Combination railway and aquarium tickets are available for purchase. ,TRUE,149397
"[""A""]","[""The woman, Vrenna, knelt down to Susan and their eyes met.""]","As Vrenna stood up to look at Susan, she realized her eyes had been gouged out. ",FALSE,315591
"[""A""]","[""conjunction with each other can create opportunities for efficiency and effectiveness not otherwise available.""]",The opportunities were available all along.,FALSE,234908
"[""A""]","[""Auditors should design the audit to provide reasonable assurance of detecting material misstatements of financial statements or other financial data resulting from noncompliance with provisions of contracts or grant agreements that have a direct and material effect on the determination of financial statement amounts.""]",Auditors do not need to design an audit at all. ,FALSE,304797
"[""A""]","[""if they'd been anywhere else i don't you know i don't care where it was anywhere in the United States they could have played but beings they was in Louisville they couldn't play""]",They could not play because they were in Louisville.,TRUE,390124
"[""A""]","[""'Start your motor going, Betsy Ann,' he ordered with some other mumbo-jumbo.""]","'Get your engine running, Betsy Ann,' he ordered with some other gibberish.",TRUE,312434
"[""A""]","[""Three, operating managers in the private sector, based on their extensive experience, are allowed to prepare mental estimates of what costs probably are.""]",Mental estimates have been disallowed due to their inaccuracy.,FALSE,233050
"[""A""]","[""As the Balkans flared to war once again, Greek nationalism has stirred, and there have been discussions in the kafeneion about the land of Macedonia returning to the fold of its forefathers.""]",In the kafeneion Greeks discussed about the land of Italy.,FALSE,33862
"[""A""]","[""um oh gosh i don't i can't think off my head do you know which one yours was""]",I know how you can tell which one is yours,FALSE,360032
"[""A""]","[""Microsoft is going after America Online.""]",Microsoft has gone way past America Online.,FALSE,270029
"[""A""]","[""you barbecue steaks""]",You cook the steaks in a pan.,FALSE,254171
"[""A""]","[""Prosperity is like Tinker  It lives on belief that it lives.""]",Prosperity ends quickly.,FALSE,349466
"[""A""]","[""yeah i love those i used to i i lived in England for about four years so it really brings back""]","I hate those, don't show them ever again.",FALSE,237156
"[""A""]","[""So much for your theory.""]",The theory is correct and never wrong.,FALSE,110174
"[""A""]","[""Considering Work of Other Auditors""]",Trashing the work of other auditors.,FALSE,350147
"[""A""]","[""The nave is a wonder of light and lofty proportions, enhanced by the luminous beige stone and the splendid ribbed vaulting.""]",There are no ribbed vaults to be found inside the nave. ,FALSE,246453
"[""A""]","[""it was so many of them in it that at any particular chance your chance of having to do something was very slim it was very slim and so""]",There were so few of them that you had an opportunity to do something.,FALSE,92605
"[""A""]","[""was that on the radio every week""]",That was on the radio every morning.,FALSE,147371
"[""A""]","[""yeah you're right  yep""]",You are correct.,TRUE,88815
"[""A""]","[""Negotiations with the powerful postal unions begin in August, with contracts due to expire in November.""]",The postal unions have a lot of power to negotiate.,TRUE,341807
"[""A""]","[""In 1492 the royal pair presided over the final conquest over the Moors and discovery of the New World, including the great wealth that feat brought to Spain.""]",The royal pair won in the conquest over the Moors.,TRUE,164043
"[""A""]","[""that's right that's right they could they can make your life miserable if they want to""]","If they wanted to, they could make your life miserable.",TRUE,317814
"[""A""]","[""not with me personally it is with a lot of other people""]","I'm the only one it's with, no one else.",FALSE,15980
"[""A""]","[""I was in Kentucky for about a year after the war.""]",I was in Kentucky for about a year following the war.,TRUE,268895
"[""A""]","[""I shall tell them to pick out their brightest and best."" But the course of events was not to follow the plan Julius had laid down.""]",Things did not go according to Julius's plan.  ,TRUE,344114
"[""A""]","[""A piece predicts that microscopic sensors in everything from toilets to toothbrushes will provide automated checkups and enable physicians to consult with patients through the Web.""]","According to the piece, there's no way that microscopic sensors will be able to change the way medical practice is done.",FALSE,38535
"[""A""]","[""I was fast asleep."" The Coroner smiled. ""]",The Coroner showed slight amusement at the man's statement that he had been asleep. ,TRUE,10599
"[""A""]","[""Before the high sun, the group began to cross Heaven's Highway.""]",They crossed Heaven's highway after the high sun.,FALSE,328909
"[""A""]","[""no oh i i i know i know people that are just uh uh uh uh are addicted to their credit cards and they've just gotten themselves so much in trouble financially with with them it's it it's just unreal i guess i guess""]",I do not know anyone who is addicted to their credit card.,FALSE,312826
"[""A""]","[""where where i where i where i'm at right now is in a dorm and we don't have the uh we don't have cable so i just get regular TV but""]",We watch cable every night at my dorm.,FALSE,106538
"[""A""]","[""What possessed him to go posting off to London in this unaccountable way? ""]",What possibly made him to posting off to London in such a way?,TRUE,285234
"[""A""]","[""Well, I'm darned! said Julius.""]","This is good for me, Julius thought. ",FALSE,12446
"[""A""]","[""but see some people you can't do that to some apartments won't let you do that and then a lot of people you can't like i don't think i could live with my sister""]",My sister is a great person to live with.,FALSE,303986
"[""A""]","[""Together, these characteristics, among others, differentiate the federal CIO environment from other environments.""]",These characteristics prove the federal CIO environment is the same as other environments.,FALSE,390314
"[""A""]","[""i mean uh Wisconsin was only up uh sixty mile bus ride away from my parents house so it only took an hour to get back on uh oh a couple weekends a semester it was very convenient not to mention being a public university it was the tuition was uh much less expensive""]",I went to the University of Maryland.,FALSE,314141
"[""A""]","[""They began the process of building their strong citadels, and reinforcing the Christian faith on the islands.""]",The process of building their strong citadels began thanks to birds.,FALSE,387703
"[""A""]","[""Much more apparent is its Muslim connection; the building was constructed by Moorish artisans and looks much more like a mosque than a synagogue or church.""]",The building has a Muslim connection and resembles a mosque.,TRUE,36445
"[""A""]","[""Public bathing was a prolonged social event as merchants and senators passed from the calidarium (hot room) to cool down in the tepidarium and frigidarium.""]","Public bathing was a brief, solitary activity that senators and merchants never participated in. ",FALSE,34500
"[""A""]","[""Recently the ashtray smell has begun to permeate our apartment--I presume through the wooden floors.""]",Recently the garbage smell has begun to permeate our apartment.,FALSE,185494
"[""A""]","[""A few companies reported having gain-sharing programs similar to GSA's, IRS', and Justice's.""]",No companies reported having gain sharing.,FALSE,81786
"[""A""]","[""um-hum yeah well you know that's that's a that's a big thing""]","As you know, it's completely redundant.",FALSE,182430
"[""A""]","[""Afterwards, you may well want to drop in at the The Old Jameson Distillery  in cobbled Bow Street.""]",You might want to drop in at the distillery.,TRUE,44846
"[""A""]","[""i mean it's not very many miles from our house at all""]",It's actually located pretty close to our house.,TRUE,333576
"[""A""]","[""Thus, 11 billion pieces is an extreme lower bound on the number of preprints carried by the Postal Service.""]",The Postal Service carries preprints.,TRUE,215784
"[""A""]","[""Circumstances have changed.""]",Things are different.  ,TRUE,270189
"[""A""]","[""In 1992, the paper delayed its expose of masher Sen.""]",The paper delayed the report it was going to publish.,TRUE,229436
"[""A""]","[""(Yes, this was the case even the week that Pelhamite Joe Klein was unmasked as the author of Primary Colors .)""]",Pelhamite Joe Klein is the author of Primary Colors.,TRUE,108735
"[""A""]","[""Good reviews for Oates' 29 th novel, which follows the way a small town remembers its teen-age hero, John Reddy Heart.""]",Oates is just beginning as a writer and has only published a few short stories.,FALSE,23683
"[""A""]","[""Looky here, Drew, if that's the way you really feel, why don't you go?""]","Drew, if that's the way you feel, then why don't you leave?",TRUE,289843
"[""A""]","[""oh oh it definitely is and i tell you what if you work hard enough it'll happen because  because i can we can see it you know i think it's going to be a couple of years before i can do that""]",Working hard will help make it happen in a couple years.,TRUE,86062
"[""A""]","[""First, Maggert destructed.""]","First, Maggert decimated.",TRUE,265763
"[""A""]","[""Activities may be classified by specific control objectives, such as ensuring completeness and accuracy of information processing.""]",Completeness and accuracy are not true classifications of an activity.,FALSE,107676
"[""A""]","[""Clinical  the transition from research into practice.""]",There is no transition from research to practice.,FALSE,109662
"[""A""]","[""right with all the yard work and things like that""]",Dusting and vacuuming the living room.,FALSE,380141
"[""A""]","[""The Musee des Beaux-Arts, finely housed in a 17th-century Bene?­dic?­tine abbey (20 Place des Ter?­reaux), has a rich collection of European paintings, and sculpture.""]",There is a museum in a 17th-century Benedictine abbey.,TRUE,186196
"[""A""]","[""i mean i don't know it's probably they're always saying the women are doing are the spending ones but i haven't heard one uh a single woman taking their credit card away from the man""]",I always hear stories of women taking credit cards away from men. ,FALSE,232637
"[""A""]","[""There is no intergovernmental mandate because the OSHA standards do not apply to state and local governments, except in states that have voluntarily elected to adopt an OSHA State Plan.""]",The OSHA makes sure that state and local governments follow their standards.,FALSE,265296
"[""A""]","[""National saving provides the resources for a nation to invest domestically and abroad.""]",National saving gives resources for a nation to put into their country and others.,TRUE,317771
"[""A""]","[""yeah it's nice because when the weather's bad you can't you don't have any excuse""]",When the weather is  not good you really don't have any excuse.,TRUE,337199
"[""A""]","[""through the Visa card so i knew that i was running a balance up but it sure is hard to get it""]",It does not take much to get a Visa card.,FALSE,133904
"[""A""]","[""He remembers being surprised when Toobin suggested they write the book together.""]",He was not expecting that Toobin would suggest they co-write the book.,TRUE,374490
"[""A""]","[""They also erected a fortress, called Nimrod's Castle, on the site of a structure supposedly built by the same man who built the Tower of Babel.""]",The fortress they erected was named Nimrod's Castle. ,TRUE,346722
"[""A""]","[""you never drew that thing out unless it was going to draw blood which is a good""]",That was for testing for strep.,FALSE,253990
"[""A""]","[""Daniel L. Greenberg, president of Legal Aid, said the new building has both symbolic and practical significance.""]",Someone said a building was significant in multiple ways.,TRUE,213182
"[""A""]","[""Although GAO may give an agency up to 30 calendar days to comment, GAO may attempt to obtain comments in shorter time frames, depending on the product timing needs of the requester and the complexity of the issues involved.""]","GAO can give an agency up to 30 days, although it has been known to give less time.",TRUE,48052
"[""A""]","[""yeah yeah they they do copy versions they do cover versions of of you know like standards i guess you could call it yeah so i think it's kind of absurd you know the fact that you know they don't really they don't really""]",All rap music is very original. ,FALSE,378423
"[""A""]","[""One of the few surviving palace apartments is the principal harem, Rang Mahal (Palace of Color).""]","The principal harem, Rang Mahal, is no longer standing today.",FALSE,110337
"[""A""]","[""Through 1905, Helen Stewart expanded the ranch to 2000 acres (810 hectares), making quite a bit of money in the process.""]",The ranch was not expanded until after Helen Stewart passed away.,FALSE,9288
"[""A""]","[""Continuing south, opposite Tournon, there is the lure of the celebrated Cetes du Rh??ne at Tain-l'Hermitage.""]",The famous Cetes du Rhone at Tain l'Hermitage lie farther to the north.,FALSE,202643
"[""A""]","[""An article alleges that envoys from the Bush campaign have pressured Minnesota Gov.""]",The article says the Bush campaign have been in Minnesota.,TRUE,68695
"[""A""]","[""yeah that's that's and and the ones they even feel somewhat worse for even um the ones in like the Baltic States""]",They don't feel bad about the ones in the Baltic States.,FALSE,91530
"[""A""]","[""and then it funneled down to uh the general population""]",Then it was sent up to the top tier of the population.,FALSE,167593
"[""A""]","[""Seeing us so suddenly must have given her a shock.""]",No one was shocked.,FALSE,315204
"[""A""]","[""The most famous pieces are the Smiling Angel, symbol of Reims hospitality, and the allegorical figure of the Synagogue, blindfolded because it was felt that the Jews were too stubborn to behold the truth of Christianity.""]",The Smiling Angel is the most hated and least known piece.,FALSE,40973
"[""A""]","[""From Marx to Lennon (Imagine no possessions), anti-property zealots all miss the most fundamental point.""]",Marx and Lennon missed the most fundamental point.  ,TRUE,360521
"[""A""]","[""But it is of the first importance.""""]",It is of little import.,FALSE,326753
"[""A""]","[""Spot enforcement, well-publicized with blue flashing lights, is what maintains speed limits on the highway.""]",Speed limits are maintained with police cars with flashing lights.,TRUE,146967
"[""A""]","[""and he never quite has finished any one of the houses that he's done i mean there's always just one little detail that""]",He never finished any of the houses.,TRUE,112098
"[""A""]","[""that should be automatic death penalty no if ands or buts""]",This crime should be punishable by death under any circumstances.,TRUE,152916
"[""A""]","["" There are more than a dozen casinos in Cairo, mostly in the major hotels, and they attract a number of serious  high rollers.  ""]",Cairo's hotels offer casino's to serious high rollers.,TRUE,44626
"[""A""]","[""Here, ferries across the Irish Channel leave from two state-of-the-art piers.""]","Here, two state-of-the-art piers let the ferries leave across the Irish Channel.",TRUE,227405
"[""A""]","[""The Astronomer followed and the woman's wail rose unheeded behind them.""]",The Astronomer followed and they paid no attention to the woman's cry behind them.,TRUE,118381
"[""A""]","[""oh yeah they look terrible here i look at those thing i say i wouldn't buy them not even to squeeze for orange juice uh""]",I wouldn't even buy them to squeeze for orange juice because they look so bad.,TRUE,20722
"[""A""]","[""Ancient seismic activity forced the stratified rock towards the sky and the action of wind and frosehave fashioned it into bizarre shapes.""]",The wind turned the stratified rock into a peculiar shape.,TRUE,389597
"[""A""]","[""i don't think so yeah i don't think so""]",Not to my knowledge. ,TRUE,377662
"[""A""]","[""Beside this temple is a huge bell that has no rope (its clapper is swung by hand).""]",The bell beside this temple has no rope.,TRUE,2254
"[""A""]","[""Animals, that's what! What's the best side-show? Where are the biggest crowds? Even in the main rings the best acts are animal acts. There was no doubt in Red's voice.""]",Animals are thought by Red to be the worst part of the circus. ,FALSE,168751
"[""A""]","[""In compliance with section 202 of the Unfunded Mandates Reform Act, EPA prepared a written statement, including a cost benefit analysis, assessing the impact of the rule, which it published with both the proposed and the final rule.""]",Section 202 of the Unfunded Mandates Reform Act includes a health benefit analysis.,FALSE,148431
"[""A""]","[""We can keep the fact of having done so quite secret.""""]",We don't need to keep anything a secret.,FALSE,245471
"[""A""]","[""Both museum and gallery have good cafe and restaurants.""]",The restaurants and cafes at the museum and gallery aren't good.,FALSE,47820
"[""A""]","[""His eyes centered questioningly on Hanson and the flicker of a smile crossed his face.""]",The flicker of a smile crossed his face as his eyes centered on Hanson.,TRUE,215078
"[""A""]","[""The main Doric temple rested on the upper level of the three terraces that make up the site.""]",There are three terraces here.,TRUE,31758
"[""A""]","[""if it finally gets to that point""]",Should it ever get to that.,TRUE,264409
"[""A""]","[""Distinguishing between organizational policies and guidelines provided several benefits.""]",There were benefits to differentiating between guidelines and organizational policies.,TRUE,235928
"[""A""]","[""To appreciate the full impact of the whole work, view it in reverse order, starting at the far end with the stately sculpted polychrome wooden panel of Saints Augustine, Anthony, and Jerome, carved by Niklaus Hagenauer.""]",The best way to appreciate the carving is to start from the near end.,FALSE,284162
"[""A""]","[""The men are engaged in ranching operations for Bruce Robinson, owner of the island; the women collect and string the tiny Niihau seashells into leis that fetch big prices.""]",The men are collecting tiny Niihau seashells.,FALSE,233790
"[""A""]","[""I sometimes found myself wishing he would let the picture catch its breath, that the performers would stop coming at me in stroboscopic flashes.""]",I never wanted him to stop capturing the photos.,FALSE,196734
"[""A""]","[""The pleasant towpath walk, under a canopy of leaves, goes past the gardens of terraced houses, offices, and apartment buildings.""]","The towpath walk is rather unpleasant, going past landfills and swamps.",FALSE,93734
"[""A""]","[""oh do you work in Shreveport or go to school or what""]",I know that you go to school right now.,FALSE,156431
"[""A""]","[""The program covers units in the U.S. and its territories.""]",Units in the US are covered by the program. ,TRUE,57630
"[""A""]","[""we also managed to land in a school that uh they decided to build one big rectangular building and then not have any walls for the classroom and so it gets a little noisy it's a little hard to keep the kids that quiet from one class to the next and they can't really""]",We landed in a school that was very noisy.,TRUE,295769
"[""A""]","["" Shulevitz's Political Criticism""]",Shulevitz gave political criticism.,TRUE,291513
"[""A""]","[""The Explorer hesitated and decided not to wake him.""]",The explorer woke him up.,FALSE,77442
"[""A""]","[""'Oh, yes,' The Colonel nodded quickly.""]",The Colonel agreed quickly.,TRUE,336182
"[""A""]","[""In Byzantine times a huge chain could be slung between here and Saray Burnu to close the mouth of the Bosphorus.""]",In ancient Egyptian times a huge chain could be slung between here and the Sphinx.,FALSE,100507
"[""A""]","[""there a number of them for political reasons because we're enemies of the neighboring government or something like that so we give them an either corrupt government anyway but it's hard to view that so much as a loan as a bribe at that point""]",Our actions in this matter blur the lines between bribe and loan.,TRUE,323827
"[""A""]","[""uh-huh yeah that well that's true it's very cheap to make a slapstick movie""]",The most expensive kinds of movies are slapstick movies.,FALSE,167104
"[""A""]","[""but now under employment i would suspect to run closer to eighteen or twenty percent""]","There's no chance under employment, so don't bother calculating a sure zero.",FALSE,250187
"[""A""]","[""What on Earth Are These Two Talking About?""]",Those two are silent as the dead.,FALSE,81495
"[""A""]","[""An enormous variety of makes and models are on sale.""]",Nothing is on sale at the moment.,FALSE,156822
"[""A""]","[""At the Kurashiki Bijutsukan municipal art museum, the outside world is very much the focus of the Ninagawa family's collection of ancient Greek, Egyptian, Roman, and Persian ceramics, sculp ture, and mosaics, plus 19th-century French and Italian marble and bronze sculptures.""]",The Kurashiki municipal art museum carries many pieces of work.,TRUE,366451
"[""A""]","[""Rooms were free as we spoke.""]",the rooms were filled with people when we spoke,FALSE,200516
"[""A""]","[""If the hypothetical donor doesn't care about the cause, she will write fewer and smaller checks.""]",A donor who isn't passionate about a cause won't donate as much or as often as someone who is. ,TRUE,140055
"[""A""]","[""across the black sky a white streak""]",Across the black streak there was a white sky.,FALSE,285685
"[""A""]","[""The consortium was established as a joint effort of several information security-related organizations, including the Information Systems Security Association and the Computer Security Institute, to develop a certification program for information security professionals.""]",The consortium was established to create a certification program for information security professionals.,TRUE,31383
"[""A""]","[""Consistency refers to the need to obtain and use data that are clear and well-defined enough to yield similar results in similar analyses.""]",Consistency is the way the food feels in my mouth.,FALSE,356428
"[""A""]","[""The bay around the mount's granite outcrop has been steadily silting up in recent years, so that it's an island only during very high tides.""]",The outcrop around the bay is only an island during very high tides. ,TRUE,250254
"[""A""]","[""Likenesses can be found on canvas, on bronze or plaster medals, or as sculptures.""]",Likenesses can't be found on anything.,FALSE,296402
"[""A""]","[""He stated that broad consensus exists on a majority of issues before the Task Force and that remaining areas of disagreement are expected to be resolved in short order.""]",Any areas not agreed upon will come to a resolution shortly.,TRUE,324258
"[""A""]","[""We never forget where we came from, said Le, 29, who arrived in the United States six years after her sister's death. ""]",29 year-old Le is a United States immigrant. ,TRUE,106609
"[""A""]","[""1.1 The use of the statistical methods described in this manual for routine data analysis does not require the assistance of a statistician.""]",This manual is filled with complex statistical methods that can only be interpreted by certified statisticians.,FALSE,185269
"[""A""]","[""Perhaps he should clear out even farther and head for California.""]",Maybe he should head for California to clear out even farther?,TRUE,281
"[""A""]","[""From here you can ascend a hill to the old Seminario de San Miguel (Saint Michael's Seminary) which offers panoramic views of Orihuela below and a ruined castle above.""]",The view from the Srieminao de San Miguel allows a panoramic display of Orihuela. ,TRUE,51779
"[""A""]","[""yeah for having him out there""]",He was out there.,TRUE,68045
"[""A""]","[""And it implies that the Harlem racket reverted to local control.""]",This shows us that the Harlem racket is under national control again.,FALSE,173284
"[""A""]","[""The sharp tips of the crags pierced through the clouds like the grasping chipped fingers of a skeletal hand.""]",The crags lay motionless on the side of the mountain. ,FALSE,289117
"[""A""]","[""The short man there--he's Garm.""]",Garm is a short man.,TRUE,375949
"[""A""]","[""i don't know did i don't know how old you are but it seems to me like the last uh newscaster that presented news in just the nice simple factual way that i wanted to hear was Walter Cronkite""]",I like all the current news anchors.,FALSE,84957
"[""A""]","[""An' by that time he didn't know wot he was doin'.""]",He had no idea what he was doing by that time.,TRUE,90500
"[""A""]","[""The Greek Theater in Griffith Park is a favorite venue for rock and pop concerts.""]",The Greek Theater doesn't offer any rock concerts.,FALSE,10033
"[""A""]","[""She has too much pride to surrender in the middle of the battle.""]",Her pride will not allow her to surrender during battle.,TRUE,189218
"[""A""]","[""This is a spirit feminism lacks, which is why it has allowed women's interests as a class to trump the common interest in privacy.""]",Feminism puts women's interests over that of societal privacy.,TRUE,250309
"[""A""]","[""The main gate of the churchyard leads out to Greyfriars Place, and across the street you will find an excellent view of one of Scotland's newest museums.""]",The newest museum is near Whitemonk Plaza.,FALSE,278020
"[""A""]","[""More recently, the Congress and the President have sought to remedy longstanding issues and concerns in the government's homeland security functions by proposing greater consolidation and coordination of various agencies and activities.""]",The Congress and President cannot work together to fix anything.,FALSE,140041
"[""A""]","[""Thousands of people arrived with little more than the clothes they wore, putting great strain on the resources of the islands.""]","Thousands of people arrived on the islands with riches, replenishing the island resources and building a flourishing economy.",FALSE,256924
"[""A""]","[""i certainly don't think that they're the eighty six team anymore""]",They're the 86 team again.,FALSE,136588
"[""A""]","[""For those who want to work their way down to the south, Mumbai is still, as it was for the servants and soldiers of the British Empire, the natural gateway.""]",Mumbai is of no real significance in traveling to the south.,FALSE,57626
"[""A""]","[""The volume of letters sent by non-households or nonhousehold originated mail can also be calculated from Table 1 by adding NHH-to-HH and NHH-to-NHH volumes.""]",The volume of letters that non-households send is shown in table 1.,TRUE,99254
"[""A""]","[""Ah! murmured Poirot to himself. ""]",Poirot didn't know what to think.,FALSE,28224
"[""A""]","[""We recognize that firms are being called upon to do not just this [loan forgiveness] but many other charitable things.""]",Firms are not being called to do any thing.,FALSE,348764
"[""A""]","[""Untrue, said the Kal.""]",Kal said it's not true.,TRUE,227331
"[""A""]","[""The condition of an asset is based on an evaluation of the physical status/state of an asset, its ability to perform as planned, and its continued usefulness.""]",The usefulness of an asset is a factor that's considered when assessing it.,TRUE,165792
"[""A""]","[""Jon unbuckled his belt and handed his guns and rapier to Ca'daan.""]",Jon gave his weapons to Ca'daan.,TRUE,344099
"[""A""]","[""The fifth row is devoted to First-Class Mail in NHH-to-NHH (Non-household-to-Non-household) sector.""]",The fifth row is dedicated to First-Class Mail in the non-household-to-non-household sector.,TRUE,231520
"[""A""]","[""uh-huh yeah um what do you think of the uh LA Raiders used to the the Oakland""]",What are your thoughts on the Raiders.,TRUE,285062
"[""A""]","[""That's the last bad stretch; now it'll be downhill an' green fields all th' way. Nye nodded at the narrow opening between two hills lying ahead.""]",There's a narrow opening between two hills ahead which Nye nodded at.,TRUE,345380
"[""A""]","[""yeah they end up yeah yeah you end up getting the same degree and it's it's uh uh now i i think that that what happens is the prestige you you can't you you can't sell that too much""]",The degree you receive is the same.,TRUE,160636
"[""A""]","[""The silhouette seems to suggest the Himalayan home of the gods, but this may be more of a Brahmanic interpretation than the conception of the architect.""]","The smooth, elegant silhouette doesn't evoke mountains at all.",FALSE,252316
"[""A""]","[""The Moors suffered a major setback in 1212 at the battle of Navas de Tolosa in northern Andalusia, but they still clung to the kingdom of Granada and were only finally evicted from there in 1492.""]",The Moors thrived at Navas de Tolosa.,FALSE,2280
