index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	gold_label
589747	106716	106716c	fiction	()	()	()	()	" yankees th ' brand what probably set at home an ' let others do th ' real fightin ' ready to come in an ' take over once th ' shootin ' was done with .	the yankees were not in the war .	contradiction	contradiction
312180	1095951390	bcaflP1	dialogue	()	()	()	()	that would be great i can not stand it maybe you will fall in love like i did this summer !	that stinks ! i hope you can find fun activities to keep your mid off them .	neutral	neutral
355958	2970656558	tiefqP4	dialogue	()	()	()	()	i don't want to watch videos , i want to act ! you like shrimp ? i do .	being a doc i have no time . i just read x rays .	neutral	neutral
179054	3009873162	btbdfP4	dialogue	()	()	()	()	hey there , this is rob hello rob , i am cheryl .	girlfriend with fed my i'm hey am there out says yeah should oh pretty	contradiction	contradiction
593064	7907236093	odyicD2	dialogue	()	()	()	()	i like spring . the flowers in the park near me are so beautiful . i love to swim , so summer is the best time for me	i'm not sure what you're talking about .	neutral	neutral
689493	8216346041	hklie0	dialogue	()	()	()	()	no chocolate , but i'm a great baker so i might try adding it next time . perhaps i can try some . my family owns the restaurant i work at . we need more desserts .	we should discuss ! my rent is getting raised so i need new income sources .	entailment	entailment
409623	2358425441	dzhwmP1	dialogue	()	()	()	()	yes me too . where are you from ? tanzania right now where are you	it sounds like it is to me	neutral	neutral
738681	4538461824	nyzddP3	dialogue	()	()	()	()	what are yours ? if any ? mainly cycling and spending time with my cats and dogs .	hey that is good i do yoga its a love of mine .	neutral	neutral
76040	1336033657	inegjP4	dialogue	()	()	()	()	its not too bad , get a lot of kissed by fire comments nowadays . they are okay ! i like the country more and swimming in the creeks .	definitely good stuff . so , what do you like to do ?	neutral	neutral
533799	4386188026	besrcP4	dialogue	()	()	()	()	thanks any way i love baking jelly cake what about you i world alot 60 hours a week . i really wish i could get out and exercise	hope break a of really thanks baking hours me i'd get if go to	contradiction	contradiction
834973	0901574259	pidlrP4	dialogue	()	()	()	()	no . my boyfriend does though . he says it helps with his job at nasa . last time i had a boyfriend i got metal in my knee	hello ! how are you today ?	neutral	neutral
840983	9191394883	dcfsqP4	dialogue	()	()	()	()	i'm a janet evanovich fan . i will have to see if i can find a copy of her work here .	well , i also read books . better than movies sometimes .	neutral	neutral
623636	128808	128808c	fiction	()	()	()	()	adrin beheld the man 's gaze and nodded .	the man stared at the ground .	contradiction	contradiction
497967	5469544664	bwvstP3	dialogue	()	()	()	()	i'm amazing . how are you ? i am kinda worried right now . not sleeping , my neighbors are yelling .	they are virtual currency . very lucrative . i often dream of being eaten by my money .	neutral	neutral
39145	0451970254	dfhxkP3	dialogue	()	()	()	()	i feel like that about planes . i would pain them yellow and teal , my favorite colors . i like whats on trend i need to fit in . what is it like being a mortician ?	i work way to much . i'm saving up for a corvette .	neutral	neutral
839408	7570638137	epvgdP5	dialogue	()	()	()	()	hi i love the the color red and i am searching for work . cool . what kind of work are you looking for ?	possibly looking am work csr of work red an yeah siblings	contradiction	contradiction
607275	8503857545	klsaoP2	dialogue	()	()	()	()	i love baking ! it is my downfall with the weight also . do you like running ? i find running is great for easing stress , and losing weight	something not run weight and my find baking them that's loss on going for	contradiction	contradiction
435727	1471882830	nocmpP1	dialogue	()	()	()	()	nice . i love traveling , i have been to seven european countries . i am fine , just a little busy , vegan is my life style and you	my hobbies are , reading , country music , and going to the beach	neutral	neutral
795374	2031039252	skbtwP2	dialogue	()	()	()	()	hi how are you doing good . how about you ?	oh , the big time !	neutral	neutral
376536	0414074557	avxaoP1	dialogue	()	()	()	()	i have long , brown hair and hazel eyes . miami is here to stay ! read me some sci fi cause ima nnneerd deal !	tuna fish and salad , that's what i eat everyday , atleast , deal !	neutral	neutral
229743	6867836608	dyrlmD2	dialogue	()	()	()	()	pretty dang good and yourself i'm good do you work	i'm not sure .	neutral	neutral
147834	4138086075	sfjytP3	dialogue	()	()	()	()	i'm doing great ! do you have any hobbies ? yes i love to go fishing how about you	hi , i'm fine what a bout you	neutral	neutral
291121	4914321535	uulmoD2	dialogue	()	()	()	()	i'm so sorry . how long did you date ? we were together for nearly 3 years .	i don't know what you mean by that .	neutral	neutral
650053	132047	132047c	fiction	()	()	()	()	tuppence could think of nothing to say .	tuppence was able to think of several things that she could say .	contradiction	contradiction
616574	32552	32552c	telephone	()	()	()	()	and uh so when when they participated in sports or whatever well uh all nearly all the parents went	none of the parents showed up to the sports games .	contradiction	contradiction
746004	3266500789	zaynwD1	dialogue	()	()	()	()	third generation . grandad was field artillery , dad retired a full bird . than drinks on me soldier . getting old and got to give my car to someone . you .	i'm not sure what you're trying to say .	neutral	neutral
395943	9212891296	ywdxlP3	dialogue	()	()	()	()	awesome ! my favorite food is ice cream . have you ever cooked ice cream ? yes , we make homemade ice cream all the time !	thanks ! what is your favorite season ? i like summer .	neutral	neutral
736804	7605692532	cnaxmD1	dialogue	()	()	()	()	its my second but animal planet is way better haha i doubt it ! i love watching the animals and learning their ways	i don't know .	neutral	neutral
257012	3577186639	txkbj0	dialogue	()	()	()	()	do you have any habits ? my left sock must always go on first ! i have to carry my lucky pen wherever i go !	is that the pen you write your dope rhymes with ?	entailment	entailment
252225	4600827917	mfavuP2	dialogue	()	()	()	()	i am doing good just enjoying one of my fav things reading that sound good , what is your favorite food my is pizza	hello how are you today	neutral	neutral
483620	4523030412	oqggzP2	dialogue	()	()	()	()	i like anything to do with mystery oh no it isn't it is my car lol	no i don't work at a funeral home	neutral	neutral
624401	2151382500	yanpiD2	dialogue	()	()	()	()	very cool . when i'm not teaching i enjoy dancing . i love swimming in my leisure time .	i'm not sure .	neutral	neutral
285773	5577564912	wfuotP3	dialogue	()	()	()	()	hey ! how are you tonight ? good just here hanging out with my cats , i have ten	i like swimming too , but not so much reading .	neutral	neutral
714561	5174593321	exjzjD1	dialogue	()	()	()	()	i like it i am just used to the army living yea do you travel a lot ?	i don't know what you mean by that .	neutral	neutral
732798	6848325263	hwapyP3	dialogue	()	()	()	()	well its more like how they get away with things a lot . i hear that , i work at kroger . i deal with similar crap .	it is , i'm giving up going the extra mile in my life .	neutral	neutral
844795	9243843256	zxijd0	dialogue	()	()	()	()	what are you eating then i am eating cereal , i work and eat all the time	where do you work at	entailment	entailment
903368	4204383817	mhcjzP4	dialogue	()	()	()	()	good afternoon , i just finished my lunch . shrimp and lobster . yum . how about you ? that sounds tasty . just finished a shopping trip with my little girls	it is beautiful . amazing how a lake can be so big .	neutral	neutral
308117	1199421703	qjuieP1	dialogue	()	()	()	()	i don't know where that's but it sounds nice . it is in michigan , we own an auto repair shop here . what do you do ?	good , just spending time with my 2 and 6 year old .	neutral	neutral
631739	5868762356	iughxP3	dialogue	()	()	()	()	i have one poodle and she's a girl i think we should be done by next sentence .	i mostly listen to smooth jazz and pop music	neutral	neutral
50527	7171568663	lqwczD2	dialogue	()	()	()	()	hello , how are you doing today ? pretty good day , how is yours so far ?	i don't know what you mean by that answer .	neutral	neutral
789229	5002564734	kfhgqD2	dialogue	()	()	()	()	do you ever go hiking ? i enjoy it yes , i'm an amazing athlete , i've the most tackles ever 128 in one year .	i don't know .	neutral	neutral
613351	3756784696	jsdwoD1	dialogue	()	()	()	()	i know when someone has eaten asparagus because of the special gene . so why six wives what happened ?	i don't know what you mean .	neutral	neutral
847439	2245082646	ytgjgP3	dialogue	()	()	()	()	yeah . they want me to switch my major from business administration to teaching . oh that sucks i'm a political science major myself .	good . just got back from the campus library . you ?	neutral	neutral
847317	4667510537	xesrb0	dialogue	()	()	()	()	i live in the east , are you out of the storm path yes i'm . barely . i hear its all man made . do u believe that	absolutely do . what are your hobbies . i like camping	entailment	entailment
648009	31425	31425c	government	()	()	()	()	twenty - three of these requests are for implementation of statewide web site templates developed in the fy 2000 grant competition .	twenty - eight requests were made for the implementation of statewide web site templates .	contradiction	contradiction
190983	4445436405	rjmgyP1	dialogue	()	()	()	()	i am a college student studying nursing . oh wow . please try my new discovered indian food	that is impressive . my older brother plays drums .	neutral	neutral
890991	2882213347	jkkadP2	dialogue	()	()	()	()	i work as a nurse . you ? i am a railroad worker .	what is your favorite band ?	neutral	neutral
3966	1544643141	woksoP1	dialogue	()	()	()	()	yeah . dreaming , sigh . now it is the pta and book clubs , four of them . a different kind of designer then , fun . i enjoy working out , do you ?	i enjoy making friends and exercising , how about you ?	neutral	neutral
335029	5303641953	wsgxhP2	dialogue	()	()	()	()	my mother didn't work at home either . she was a nurse . that's a good practice . she must be a caring person .	classical . i've been playing the violin since i was four . you ?	neutral	neutral
609766	125426	125426c	fiction	()	()	()	()	the prisoner , of course .	certainly not the prisoner .	contradiction	contradiction
732067	3654585632	hhmqh0	dialogue	()	()	()	()	sure let us get pizza together i love pizza what kind do you like ?	pizza that i can eat in cars that i love . you ?	entailment	entailment
781055	1357349064	pfwhrD2	dialogue	()	()	()	()	i do not understand why i feel horrible about apple . sometimes i play gary human songs ironically that might cheer you up .	i don't know what you're talking about .	neutral	neutral
690522	0797135493	neiiiP3	dialogue	()	()	()	()	a big one . its pretty cool here what do you do for a living ?	what other kind is there ?	neutral	neutral
736727	1012365855	uouvw0	dialogue	()	()	()	()	sweat potatoes can be great with cod . i love to fish fishing is fun . do you have any pets ?	no pets but i've a band . i'm the lead guitarist	entailment	entailment
636639	74339	74339c	fiction	()	()	()	()	the salamander in dave 's chest crept deeper and seemed to bleat at each cry of the monstrous thing beyond the door .	the salamander charged out of dave 's chest , ready to attack the monster .	contradiction	contradiction
776599	6465363711	uikukD1	dialogue	()	()	()	()	john denver . how about you ? britney spears . i think she's wonderful .	i don't understand what you mean .	neutral	neutral
561110	135014	135014c	telephone	()	()	()	()	yeah but i often wondered wondered about that too	i have   never really thought about it or care to .	contradiction	contradiction
873884	7222572516	ulujgD2	dialogue	()	()	()	()	i want to paint a mural of you oh wow , do it with my family with me	i'm not sure what you mean .	neutral	neutral
144081	7964947625	qwvmuP2	dialogue	()	()	()	()	miley cyrus lives down the street from me she told me it was cool hmm , interesting . do you have any real animals to go with your imaginary friends ?	i am sad today because it is the 10 year anniversary of my mothers death .	neutral	neutral
153548	3813893909	cmnovP3	dialogue	()	()	()	()	wow that's amazing where do you live ? oh no professionally , i use to compete .	three kids , i live in arizona where it is warm i don't like winter	neutral	neutral
148730	4070425482	sdrcjP2	dialogue	()	()	()	()	not bad getting ready to watch the nfl you ? you know just living the life in texas	that is gotta be a handful to manage	neutral	neutral
171305	7198478298	sksjd0	dialogue	()	()	()	()	yeah , super interesting to listen to haha . you don't need to call the cops on them , do you ?	no , anyways do you have pets ? i really want a puppy !	entailment	entailment
435218	1124455500	vtcdv0	dialogue	()	()	()	()	i travel too often for college ! i can't stay online too long , i have to pick up my new pair of eyeglasses	you can still talk to me on i message ? i've got an iphone !	entailment	entailment
281247	2240098624	augay0	dialogue	()	()	()	()	two great danes and a yorkie i love yorkies . ever been to new york ? that is where i am from	nope but i'd love to visit .	entailment	entailment
177888	2829916964	wpagnP5	dialogue	()	()	()	()	well that's wonderful . you seem like a very strong person . yea i like to think so . do you have hobbies	oh , i am sure you'd be a wonderful subject for students at my next art class !	neutral	neutral
201907	1376483994	ahofyP1	dialogue	()	()	()	()	nice ! wish you the best at being a millionaire . then you could afford the new iphones too . when i'm a millionaire i will be able to afford 10 iphones . do you like apple ?	i've . i did a yoga retreat in india . where have you traveled ?	neutral	neutral
918973	7102902027	aydwjP3	dialogue	()	()	()	()	its good , just got back from the animal shelter cool , do you volunteer there ?	that is awesome , i am an accountant . . . boring	neutral	neutral
26684	7758149873	hwhxrP2	dialogue	()	()	()	()	no , i was in cali for a action . oh wow , it was nice to meet you !	luckily no . i'm up in virginia . were you ?	neutral	neutral
16512	3267954430	lyjlj0	dialogue	()	()	()	()	currently a student but i work at a pet store part time . do you like animals ? i did have a dog growing up . yeah . i still miss that dog .	with three roommates it is too crazy for a dog lol but i have a little parakeet	entailment	entailment
761333	8234502986	nwhbdP5	dialogue	()	()	()	()	i work too much , barely have any time to enjoy anything . always on the go . i like to write short stories . hope i can publish them one day .	up better curling exciting a on write always i about drink i'm hi	contradiction	contradiction
171032	7567441021	wysvdP3	dialogue	()	()	()	()	homemade liver and onions hey , i like you . you want to take a ride with me in my chevy tahoe ?	what is your favorite color mine is blue ?	neutral	neutral
97737	3752098869	uokoq0	dialogue	()	()	()	()	hello how are you tonight i am well how are you ?	i'm well just reading a book and doing this	entailment	entailment
598908	7456090943	rrtolP5	dialogue	()	()	()	()	cool are you an attorney yes and when i am not on the court at my place in the mountains	sounds that beautiful the i my when yes mountains the busy mind has	contradiction	contradiction
473190	5402025579	fuinyP2	dialogue	()	()	()	()	in my bed currently . my mom used to read stories oh well how nice . does it rain allot there ?	are you allergic to anything ?	neutral	neutral
514292	6773802181	kwzptP3	dialogue	()	()	()	()	my parents are big academics . i did not have a choice in the matter . haha poor you . i am an academic and we are very funny folks .	i am a true one person gal ! i only date my boyfriend .	neutral	neutral
95667	2401956523	fraoe0	dialogue	()	()	()	()	tell me more about yourself . i'm a total vegetarian . ok , i love coffee and work at coffee shop	i've read many a thing at a coffee shop . love em ! what else ?	entailment	entailment
484849	5931916572	ljzkjP7	dialogue	()	()	()	()	if i had a real dragon , i would totally train it . would you ? definitely . i love dragons . wish i had one .	keep ink of artwork i you dragons a black favorite hurts my you games	contradiction	contradiction
98195	4663639389	phwanD2	dialogue	()	()	()	()	i am doing pretty well . i am planning my winter trip to florida . oh fun , where are you going ?	i don't know what you mean by that .	neutral	neutral
788133	4382294613	aseysP1	dialogue	()	()	()	()	me too . what work do you do ? i work at a bank . what about you ?	nice . what kind of art ? painting or sculptures .	neutral	neutral
414850	0280518359	ztmkaP4	dialogue	()	()	()	()	lol what do you do fo money ? i watch airplanes take off and land .	do you have any interesting facts about you ?	neutral	neutral
493016	7155282877	gabhl0	dialogue	()	()	()	()	i'm a clerk at the grocery me too in a very small town	so do i , do you have any pets ?	entailment	entailment
652547	115193	115193c	slate	()	()	()	()	there were two victims besides   a woman who had been involved with brandon and a man who was visiting the area .	there were two hundred victims besides a woman who had been involved with brandon .	contradiction	contradiction
682365	5601874999	knatcP1	dialogue	()	()	()	()	really ? like in a forest ? yeah we hunt for them	that is definitely something then	neutral	neutral
93661	9941731505	yiuqjP6	dialogue	()	()	()	()	will you do me a favor ? hi how are you doing ?	binge just narcos am will hi how you a sexy is very help	contradiction	contradiction
629618	120313	120313c	government	()	()	()	()	since a number of offices have been closed in the last 20 years , this estimate of 12,000 may not be current .	no offices have been closed in the past 20 years .	contradiction	contradiction
573831	2174457874	xydjiP3	dialogue	()	()	()	()	where do you work at ? i work at sears and i'm in love with one of my coworkers	i am good just sitting at home with my parents	neutral	neutral
861277	2531770985	wviqzD1	dialogue	()	()	()	()	i love purple , what is yours ? i'd have to say green	i don't know what you mean by that .	neutral	neutral
255011	0935019605	cehheP1	dialogue	()	()	()	()	so i then played in my own band for 17 long years . very musical life ! i just have gross orange and blue hair for some reason .	even in retirement in florida ?	neutral	neutral
579058	41359	41359c	telephone	()	()	()	()	um and i really i really had a racket going because uh my paycheck was being uh electronically deposited here in the states and the bank that i banked with i could write them a check on an american bank and they would give me instant credit for it so	my checks were sent to me in the mail .	contradiction	contradiction
762	5467935077	azbjn0	dialogue	()	()	()	()	oh awesome ! well you guys are all set ! are you married ? she still braids my hair and we chit chat because she's literally my best friend	awww , that's precious . i feel the same way about my mom	entailment	entailment
321039	2186531479	tvaqnP1	dialogue	()	()	()	()	that is cool i like to sit with my dog and read twilight it is my favorite book i have never read it , but i heard it was good .	they sure are , my mom was a teacher . she passed away when i was 6 .	neutral	neutral
789933	5420874967	mjrhl0	dialogue	()	()	()	()	hi how are you today ? i'm doing well , thank you . and you ? how is the weather ?	its a little rainy but we are safe . you ?	entailment	entailment
16104	0622496263	fhmlkP3	dialogue	()	()	()	()	well good luck with that lol glad i'm done with school i am off to college very soon but i'll be wild this summer	hey how is it going	neutral	neutral
572479	18688	18688c	travel	()	()	()	()	its foundation may date back to the third century , but the present structure is the work of pope innocent ii , himself a trasteverino , around 1140 .	its foundation was made in 1140 , while the structure itself was built in the third century .	contradiction	contradiction
87388	8355220241	jetreP2	dialogue	()	()	()	()	hi there , i own two turtles really ? i have two dogs and a cat	today my i purple a two dogs turtles color have bruno wow playing but	contradiction	contradiction
105363	8434249072	pypeyP4	dialogue	()	()	()	()	do you work anywhere now ? i am photographer in new york . . i work for myself .	i couldn't vote because i'm not a citizen yet .	neutral	neutral
926998	0924207846	tppeyP1	dialogue	()	()	()	()	hopefully not at yourself . so what is your favorite color ? hmm , probably ocean blue . you ?	hey how are you tonight ?	neutral	neutral
686260	9967517431	vmvbiP3	dialogue	()	()	()	()	yes , that's true . do you have any pets ? 2 cats actually . 1 big one and one little one	hi , i'm great at playing pool do you play ?	neutral	neutral
354996	2193961485	wyxcz0	dialogue	()	()	()	()	trains ? was it like a super long documentary kind of thing ? nope it was on how to make them	that's pretty cool . what do you do for work ?	entailment	entailment
308664	5843296907	rucpdP6	dialogue	()	()	()	()	its not my favorite really i really like thir fries .	like are think though i i favorite thir really interesting cool bonsai things	contradiction	contradiction
609143	98667	98667c	travel	()	()	()	()	the plaza mayor may be entered by any of nine archways , but mercifully not by motorized vehicles .	there are three archways leading to the plaza mayor .	contradiction	contradiction
531310	9532478995	hballP2	dialogue	()	()	()	()	its was a very warm day today it was here too . i wore shorts to the office .	i live in nevada las vegas nevada	neutral	neutral
927272	5929327547	aohov0	dialogue	()	()	()	()	i do too . whats your favorite drink mine is pepsi gatorade ! too much pop gives me ulcers . dropped out of school because of them .	oh i am sorry , people tell me to cut back all the time	entailment	entailment
430837	9187909113	mxtheP1	dialogue	()	()	()	()	i'm ryan i have lot of tats those must have hurt but probably not as much as the time i hiked mount everest .	i have to go play with these clay models .	neutral	neutral
619016	69294	69294c	government	()	()	()	()	regionwide efforts are also underway .	regional efforts are on hold at the moment .	contradiction	contradiction
235971	3545681527	bezwuP7	dialogue	()	()	()	()	cool . i might try the pink hair too . it is very freeing ! i travel a lot and people all over love it !	cannot change try yes is try freeing travel cool type again not hairstyles how	contradiction	contradiction
334780	0149301370	niuwdP2	dialogue	()	()	()	()	do you have a sister or a brother ? i am not sure i was in slavery	i do outside things too i am a carpenter	neutral	neutral
899282	6085440474	chyli0	dialogue	()	()	()	()	i know . i live in florida with my kids . hopefully , you all made it through okay ?	yes , but i could not drive my kids to any sporting events .	entailment	entailment
924450	4514864794	ymgswP3	dialogue	()	()	()	()	hi ! running and gaming are my hobbies . what about you ? well lets play is fun and creating channels to call my own is great .	yes ! those are cool too . lots of colors really catch my eye .	neutral	neutral
261868	3403618690	rgxdy0	dialogue	()	()	()	()	i like swords i collect them what kind ? i do also	i like asian swords like the ones in the movies	entailment	entailment
101428	8241889062	lxankP3	dialogue	()	()	()	()	i hate how the salt taste . i like to listen to nirvana . what about you ? i like to listen to dusty springfield . nirvana my son likes .	awesome , i can not wait till i retire . what do you do for fun ?	neutral	neutral
656278	9366793797	cfpvqP3	dialogue	()	()	()	()	i watch quite a bit of football , and i try and travel as much as possible where do you live at ?	lol . i wish i could . what else do you do in your spare time ?	neutral	neutral
898209	0112842297	psiytP1	dialogue	()	()	()	()	i guess knitting keeps me single do you enjoy the single life ?	people look at me funny when i say sorry i'm late dog hog the bed	neutral	neutral
79198	7161257055	rbmloD1	dialogue	()	()	()	()	i lead cheers for a football team are you married ? i've a husband .	i'm not sure what you're trying to say .	neutral	neutral
285427	5531274447	rgtrhD2	dialogue	()	()	()	()	is it a big humid it rained my brother is running with me tomorrow . he is in the army	i don't know .	neutral	neutral
336634	5358720295	zgbkyP3	dialogue	()	()	()	()	yes . they can also be decapitated . diabetics can die if that stuff goes wrong .	all of mine are on my feet . i also believe vampires are real apparently .	neutral	neutral
20853	0837023941	rsebqD2	dialogue	()	()	()	()	makes mardi gras a blast . especially when you are an introvert . i hear ya , i live by myself and the the outside world can just stay outside !	i'm not sure what you're talking about .	neutral	neutral
677774	8427885752	wykfmD2	dialogue	()	()	()	()	i suppose so . what are your hobbies ? i like playing the saxophone	i don't know what you mean .	neutral	neutral
652328	43926	43926c	fiction	()	()	()	()	it 's true , said tommy quietly .	tommy shouted that it was completely false .	contradiction	contradiction
5690	1606525522	rlybcP3	dialogue	()	()	()	()	i'm a bad driver and have been in a few crashes . i'm so sorry to hear that . do you ever drink and drive ?	they are to me too . i'm a dental assistant .	neutral	neutral
644735	138541	138541c	slate	()	()	()	()	every kid knows that when a parent catches you fighting with another kid , the first thing to do is accuse the other kid of starting it .	everyone knows that you should never divert blame for your actions to someone else .	contradiction	contradiction
206059	4168908020	gxqriP1	dialogue	()	()	()	()	that is what i like to hear . how about reading ? yes love reading special the bible	ok , i'm married with children but try to fine time for self	neutral	neutral
362050	1469099043	jmvniP3	dialogue	()	()	()	()	yep , as a party planner ! its a lot of fun . what kind of job do you have ? oh i forgot you said that earlier ! i do micro jobs .	oh wow . i'd love to try out stuff like that ! are you in school ?	neutral	neutral
512599	2922661855	drlotP5	dialogue	()	()	()	()	oh wow . what do you do on your spacetime . i love to run . i cook stews . the grandkids cough cough love em .	never ask a lady her age ! how rude .	neutral	neutral
604439	9953429812	uqgju0	dialogue	()	()	()	()	yes . i agree green vegetables are good for you . i love to bake . yeah , what is your favorite treat to bake ?	cakes and brownies . my birthday is on monday looking forward to cake then !	entailment	entailment
808023	6378585164	gcmufD2	dialogue	()	()	()	()	oh , that would be rough being color blind in photography . lucky for you you aren t ! i used to be a marketing exec in sf but bailed .	i'm not sure what you mean .	neutral	neutral
537653	1008319971	kcvmzP2	dialogue	()	()	()	()	i prefer the warmer months but love all nature . me too , i live in colorado , how about you	nothing is but warmer the months fan very the outside hi	contradiction	contradiction
186484	0250779021	gmnfbP2	dialogue	()	()	()	()	cool ! i really like it . i dance as well . do you dance ? no , but i enjoy driving my motorcycle . do you have anything else you like to do ?	hmm . i am currently going to high school and my parents are immigrants . how about you ?	neutral	neutral
171311	1921689353	sksjdP6	dialogue	()	()	()	()	yeah , super interesting to listen to haha . you don't need to call the cops on them , do you ?	want pets do listen do call interesting mr better be a	contradiction	contradiction
242715	0343008182	vgoeyP2	dialogue	()	()	()	()	hee is an angel . sso fluffy and tiny . will he eat table scraps ? my dog i love to eat between meals .	i want to stay in a forest	neutral	neutral
439803	2011547559	vzgdcP3	dialogue	()	()	()	()	my heart goes out to you , i feel your pain . remember the good things . she had an accident with water so i've never learned to swim	hi , how are you today ?	neutral	neutral
911107	5251602870	bgwecP3	dialogue	()	()	()	()	busy on a sunday . what do you do ? oh , i am currently unemployed and my husband has died leaving me widowed .	nice how is business ?	neutral	neutral
609903	22616	22616c	fiction	()	()	()	()	both of you next time you step over the line , i 'm taking you both in!"bayliss spoke now to nye .	bayliss was speaking to neil .	contradiction	contradiction
135454	1480719343	txxfaP4	dialogue	()	()	()	()	they are retired pretty old fashioned my dad does tax assesment and my mom teaches !	cool that is oh retired teaches they mom pretty in what a reading is meat	contradiction	contradiction
675740	6734544509	etzyqD2	dialogue	()	()	()	()	awesome ! my desk i wrote is a sleek black desk its my fav color it sounds like a superb writing environment	i don't know what you're talking about .	neutral	neutral
596731	6180797127	zpdoaP1	dialogue	()	()	()	()	i'm doing good too , thanks . what do you do for fun ? i like to find new vegetable recipes .	i have never been on one before . i'd like to try	neutral	neutral
678537	1295541969	extajP2	dialogue	()	()	()	()	i always get to work early as i do everything . i've earned a brown belt and also like to sing in the choir	that is true well got to go , take care	neutral	neutral
575970	5508367562	tdrvaP1	dialogue	()	()	()	()	that's different , i never had hotdogs because i never had siblings that's why i started a jazz band	i like mornings they are the best	neutral	neutral
269738	0419327603	sjgscD2	dialogue	()	()	()	()	i am married to my farts . b anyways , i live in a country area , and we going running with dog	i'm not sure what you mean .	neutral	neutral
699889	8176355795	lauuzP1	dialogue	()	()	()	()	ok so you work on here to earn money what are you talking about . do you have pets ?	i'm jenny . are you married ?	neutral	neutral
884734	8998331545	pqjxw0	dialogue	()	()	()	()	my hobbies are , reading , country music , and going to the beach nice . i love traveling , i have been to seven european countries .	i am fine , just a little busy , vegan is my life style and you	entailment	entailment
775099	1745215121	iypvaP1	dialogue	()	()	()	()	i write poems for a living . wow . i sometimes read poetry whiles i eat italian food . its my favorite	ouch , that is a lot of pain .	neutral	neutral
238207	1047172464	isjxfP4	dialogue	()	()	()	()	hehe , awesome ! i love cats ! hey , do you ever sing in the shower ? 3 yes sometimes and do you like lightning mcqueen	yea . grandpa takes me out to get ice cream	neutral	neutral
241093	0812467903	grofoD1	dialogue	()	()	()	()	music , but that is about it . i have been out of work for a while . you have had a bad go of it . hopefully it will get better soon .	i'm not sure what you mean by that .	neutral	neutral
587896	15066	15066c	slate	()	()	()	()	to make matters worse , i have never had a girlfriend .	i 've been in several successful relationships with girls .	contradiction	contradiction
350238	3060312293	vratzP3	dialogue	()	()	()	()	i do ! are you single ? i am . i suppose i am more focused on writing right now .	it does not affect my dating life , i am single and having a blast !	neutral	neutral
608863	0802286435	itcscD2	dialogue	()	()	()	()	well she usually does all the cooking , i am going to hate to loose her aw , that's so sad . what do you like to eat ?	i don't understand what you mean .	neutral	neutral
648581	8892106682	gvsze0	dialogue	()	()	()	()	paying bills is the worst part about life only if you can not afford them	i guess that is true . i'm always whining though	entailment	entailment
504942	2132711230	xddxq0	dialogue	()	()	()	()	anything that inspires me , i went to nyc once and got hooked how exciting ! what was it like in nyc ?	it was pretty great , i went to a museum that i want to curate some day	entailment	entailment
229193	2805522738	vbasrP3	dialogue	()	()	()	()	what do you do for a living i read books for a living , how about you	did i tell you i'm deaf ?	neutral	neutral
691001	9385317937	cbfyfP1	dialogue	()	()	()	()	oh that's very cool , can your parrot talk ? a little . are you the oldest in your family like i am ? there was 5 of us !	no i've not anyone to go with me .	neutral	neutral
612355	77738	77738c	travel	()	()	()	()	newer properties are the easiest to navigate , older and downtown properties slightly more difficult .	newer properties are hard to get around in .	contradiction	contradiction
411030	4829799430	hcgsc0	dialogue	()	()	()	()	i am 29 . i've a couple of room mates too . do you live a lone ? that's interesting . do you like them ? yes , i live alone , thankfully .	yeah they're just fine	entailment	entailment
350499	1614517294	fubmnP3	dialogue	()	()	()	()	that's great ! we should hang out ! sure ! you can sing i'll play guitar !	well now i am excited ! i will book my flight for spring break	neutral	neutral
520337	3224800419	jbdvfD1	dialogue	()	()	()	()	i just went for a swim but now i'm playing a video game what game are you playing ?	i'm not sure what you mean by this .	neutral	neutral
433605	0947470053	fjoyzP3	dialogue	()	()	()	()	that is awesome . i work at a school too . 60 hours a week yikes , life in the system eh ?	hard do should get yikes i in system hours ask haven't of accepted	contradiction	contradiction
648005	1289437865	badqmP5	dialogue	()	()	()	()	i even watch dollar tree , youtube videos i do that to interesting	do you have a dollar tree	neutral	neutral
841941	0268691231	ucyqp0	dialogue	()	()	()	()	my parents would not let me date a vampire . they are uncool lawyers . ll my mom is a palm reader . she's awesome .	i want her to read my palm . does she offer online readings ?	entailment	entailment
542426	6600929629	ipicvP1	dialogue	()	()	()	()	how come ? i see a lot of those in the middle school i work at . i was homeschooled so i've no real connection with people	i love prada and versace	neutral	neutral
546505	1329	1329c	slate	()	()	()	()	similarly , articles about gen y -- many written by boomer parents -- are fulsome about how well boomers are raising their tots , how intimately parents and kids communicate , and how much kids admire mom and dad .	thoughts about how generations raise kids are never spoken out loud	contradiction	contradiction
719301	9421365800	fgcecP3	dialogue	()	()	()	()	sorry , i like to make them . typically on wars , i am a war correspondent interesting . what parts of the world have you been to ?	wow , paranormal romance ! like twilight ? i love to read , but mostly non fiction	neutral	neutral
99380	8646253818	jbaym0	dialogue	()	()	()	()	you are flattering me with the coffee talk ! tell me more about yourself !	do not laugh . . . . but i love the band icp	entailment	entailment
